Ticker,Name,Exchange
ININ,Interactive Intelligence,NASDAQ
INOC,Innotrac Corp.,NASDAQ
INOD,Innodata Isogen Inc,NASDAQ
INPH,Interphase Corp.,NASDAQ
INSM,Insmed,NASDAQ
INSY,Insys Therapeutics Inc.,NASDAQ
INTC,Intel Corp.,NASDAQ
INTG,The Intergroup Corp.,NASDAQ
INTL,Intl Fcstone Inc,NASDAQ
INTLL,Intl Fcstone Inc.,NASDAQ
INTT,Intest Corp.,NASDAQ
INTU,Intuit Inc.,NASDAQ
INTX,Intersections,NASDAQ
INVE,Identive Group,NASDAQ
INWK,Innerworkings,NASDAQ
INXB,Infinity Cross Border Acquisiti,NASDAQ
INXBU,Infinity Cross Border Acquisiti,NASDAQ
INXBW,Infinity Cross Border Acquisiti,NASDAQ
IOSP,Innospec Inc.,NASDAQ
IPAR,Inter Parfums,NASDAQ
IPAS,Ipass Inc.,NASDAQ
IPCC,Infinity Property And Casualty Corp.,NASDAQ
IPCI,Intellipharmaceutics International Inc.,NASDAQ
IPCM,Ipc The Hospitalist Company,NASDAQ
IPDN,Professional Diversity Network,NASDAQ
IPGP,Ipg Photonics Corp.,NASDAQ
IPHS,Innophos Holdings,NASDAQ
IPXL,Impax Laboratories,NASDAQ
IQNT,Neutral Tandem,NASDAQ
IRBT,Irobot Corp.,NASDAQ
IRDM,Iridium Communications Inc,NASDAQ
IRDMZ,Iridium Communications Inc,NASDAQ
IRG,Ignite Restaurant Group Inc.,NASDAQ
IRIX,Iridex Corp.,NASDAQ
IROQ,If Bancorp Inc.,NASDAQ
IRWD,Ironwood Pharmaceuticals,NASDAQ
ISBC,Investors Bancorp,NASDAQ
ISCA,International Speedway Corp.,NASDAQ
ISHG,S&P/Citi 1-3 Yr Intl Treasury Bd Ishares,NASDAQ
ISIG,Insignia Systems,NASDAQ
ISIL,Intersil Corp.,NASDAQ
ISIS,Isis Pharmaceuticals,NASDAQ
ISLE,Isle Of Capri Casinos,NASDAQ
ISM,Slm Corp.,NASDAQ
ISNS,Image Sensing Systems,NASDAQ
ISRG,Intuitive Surgical,NASDAQ
ISRL,Isramco,NASDAQ
ISSC,Innovative Solutions And Support,NASDAQ
ISSI,Integrated Silicon Solution,NASDAQ
ITIC,Investors Title Company,NASDAQ
ITMN,Intermune,NASDAQ
ITRI,Itron,NASDAQ
ITRN,Ituran Location And Control Ltd,NASDAQ
IVAC,Intevac,NASDAQ
IVAN,Ivanhoe Energy,NASDAQ
IXYS,Ixys Corp.,NASDAQ
JACK,Jack In The Box Inc.,NASDAQ
JACQ,Collabrium Japan Acquisition Co,NASDAQ
JACQU,Collabrium Japan Acquisition Co,NASDAQ
JACQW,Collabrium Japan Acquisition Co,NASDAQ
JADE,Lj International,NASDAQ
JAKK,Jakks Pacific,NASDAQ
JASO,Ja Solar Holdings Co.,NASDAQ
JAXB,Jacksonville Bancorp,NASDAQ
JAZZ,Jazz Pharmaceuticals,NASDAQ
JBHT,J.B. Hunt Transport Services,NASDAQ
JBLU,Jetblue Airways Corp.,NASDAQ
JBSS,John B. Sanfilippo & Son,NASDAQ
JCOM,J2 Global Communications Inc,NASDAQ
JCS,Communications Systems,NASDAQ
JCTCF,Jewett-Cameron Trading Company,NASDAQ
JDSU,Jds Uniphase Corp.,NASDAQ
JFBI,Jefferson Bancshares,NASDAQ
JIVE,Jive Software Inc.,NASDAQ
JJSF,J & J Snack Foods,NASDAQ
JKHY,Jack Henry & Associates,NASDAQ
JMBA,Jamba,NASDAQ
JOBS,51Job,NASDAQ
JOEZ,Joe's Jeans Inc.,NASDAQ
JOSB,Jos. A. Bank Clothiers,NASDAQ
JOUT,Johnson Outdoors Inc.,NASDAQ
JRCC,James River Coal Company,NASDAQ
JRJC,China Finance Online Co. Limited,NASDAQ
JSM,Slm Corp.,NASDAQ
JST,Jinpan International Limited,NASDAQ
JTPY,Jetpay Corp.,NASDAQ
JVA,Coffee Holding Co.,NASDAQ
JXSB,Jacksonville Bancorp Inc.,NASDAQ
KALU,Kaiser Aluminum Corp.,NASDAQ
KBALB,Kimball International,NASDAQ
KBIO,Kalobios Pharmaceuticals Inc.,NASDAQ
KCAP,Kohlberg Capital Corp.,NASDAQ
KCLI,Kansas City Life Insurance Company,NASDAQ
KELYA,Kelly Services,NASDAQ
KELYB,Kelly Services,NASDAQ
KEQU,Kewaunee Scientific Corp.,NASDAQ
KERX,Keryx Biopharmaceuticals,NASDAQ
KEYN,Keynote Systems,NASDAQ
KEYW,The Keyw Holding Corp.,NASDAQ
KFFB,Kentucky First Federal Bancorp,NASDAQ
KFRC,Kforce,NASDAQ
KGJI,Kingold Jewelry Inc.,NASDAQ
KINS,Kingstone Companies Inc,NASDAQ
KIOR,Kior Inc.,NASDAQ
KIPO,Keating Capital Inc.,NASDAQ
KIPS,Kips Bay Medical,NASDAQ
KIRK,Kirkland's,NASDAQ
KLAC,Kla-Tencor Corp.,NASDAQ
KLIC,Kulicke And Soffa Industries,NASDAQ
KMDA,Kamada Ltd.,NASDAQ
KNDI,Kandi Technolgies,NASDAQ
KONA,Kona Grill,NASDAQ
KONE,Kingtone Wirelessinfo Solution,NASDAQ
KONG,Kongzhong Corp.,NASDAQ
KOOL,Thermogenesis,NASDAQ
KOPN,Kopin Corp.,NASDAQ
KOSS,Koss Corp.,NASDAQ
KRFT,Kraft Foods Group Inc.,NASDAQ
KRNY,Kearny Financial,NASDAQ
KTCC,Key Tronic Corp.,NASDAQ
KTEC,Key Technology,NASDAQ
KTOS,Kratos Defense & Security Solutions,NASDAQ
KUTV,Ku6 Media Co.,NASDAQ
KVHI,Kvh Industries,NASDAQ
KWEB,Kraneshares Csi China Internet,NASDAQ
KYTH,Kythera Biopharmaceuticals Inc,NASDAQ
LABC,Louisiana Bancorp,NASDAQ
LABL,Multi-Color Corp.,NASDAQ
LACO,Lakes Entertainment,NASDAQ
LAKE,Lakeland Industries,NASDAQ
LAMR,Lamar Advertising Company,NASDAQ
LANC,Lancaster Colony Corp.,NASDAQ
LAND,Gladstone Land Corporation,NASDAQ
LARK,Landmark Bancorp Inc.,NASDAQ
LAWS,Lawson Products,NASDAQ
LAYN,Layne Christensen Company,NASDAQ
LBAI,Lakeland Bancorp,NASDAQ
LBIX,Leading Brands Inc,NASDAQ
LBTYA,Liberty Global,NASDAQ
LBTYB,Liberty Global,NASDAQ
LBTYK,Liberty Global,NASDAQ
LCAV,Lca-Vision Inc.,NASDAQ
LCNB,Lcnb Corporation,NASDAQ
LCUT,Lifetime Brands,NASDAQ
LEAP,Leap Wireless International,NASDAQ
LECO,Lincoln Electric Holdings,NASDAQ
LEDR,Market Leader Inc,NASDAQ
LEDS,Semileds Corp.,NASDAQ
LFUS,Littelfuse,NASDAQ
LFVN,Lifevantage Corp,NASDAQ
LGCY,Legacy Reserves Lp,NASDAQ
LGND,Ligand Pharmaceuticals Inc.,NASDAQ
LHCG,Lhc Group,NASDAQ
LIFE,Life Technologies Corp.,NASDAQ
LIME,Lime Energy Co.,NASDAQ
LINC,Lincoln Educational Services Corp.,NASDAQ
LINE,Linn Energy Llc,NASDAQ
LINTA,Liberty Media Corp.,NASDAQ
LINTB,Liberty Media Corp.,NASDAQ
LION,Fidelity Southern Corp.,NASDAQ
LIOX,Lionbridge Technologies,NASDAQ
LIQD,Liquid Holdings Group Inc.,NASDAQ
LIVE,Livedeal,NASDAQ
LIWA,Lihua International,NASDAQ
LKFN,Lakeland Financial Corp.,NASDAQ
LKQ,Lkq Corp.,NASDAQ
LLEN,L&L Energy,NASDAQ
LLNW,Limelight Networks,NASDAQ
LLTC,Linear Technology Corp.,NASDAQ
LMAT,Lemaitre Vascular,NASDAQ
LMCA,Liberty Media Corp. Series A,NASDAQ
LMCB,Liberty Media Corporation,NASDAQ
LMIA,Lmi Aerospace,NASDAQ
LMNR,Limoneira Co,NASDAQ
LMNX,Luminex Corp.,NASDAQ
LMOS,Lumos Networks Corp.,NASDAQ
LNBB,Lnb Bancorp,NASDAQ
LNCE,Lance,NASDAQ
LNCO,Linn Co Llc,NASDAQ
LNDC,Landec Corp.,NASDAQ
LOAN,Manhattan Bridge Capital Inc,NASDAQ
LOCM,Local Corporation,NASDAQ
LOGI,Logitech International S.A.,NASDAQ
LOGM,Logmein,NASDAQ
LOJN,Lojack Corp.,NASDAQ
LONG,Elong,NASDAQ
LOOK,Looksmart,NASDAQ
LOPE,Grand Canyon Education,NASDAQ
LORL,Loral Space And Communications,NASDAQ
LPDX,Liposcience Inc.,NASDAQ
LPHI,Life Partners Holdings Inc,NASDAQ
LPLA,Lpl Investment Holdings Inc.,NASDAQ
LPNT,Lifepoint Hospitals,NASDAQ
LPSB,Laporte Bancorp,NASDAQ
LPSN,Liveperson,NASDAQ
LPTH,Lightpath Technologies,NASDAQ
LPTN,Lpath Inc,NASDAQ
LQDT,Liquidity Services,NASDAQ
LRAD,Lrad Corp.,NASDAQ
LRCX,Lam Research Corp.,NASDAQ
LSBI,Lsb Financial,NASDAQ
LSBK,Lake Shore Bancorp,NASDAQ
LSCC,Lattice Semiconductor Corp.,NASDAQ
LSI,Lsi Logic Corp.,NASDAQ
LSTR,Landstar System,NASDAQ
LTBR,Lightbridge Corp.,NASDAQ
LTON,Linktone Ltd,NASDAQ
LTRE,Learning Tree International,NASDAQ
LTRX,Lantronix,NASDAQ
LTXC,Ltx-Credence Corp.,NASDAQ
LULU,Lululemon Athletica Inc.,NASDAQ
LUNA,Luna Innovations Inc.,NASDAQ
LVNTA,Liberty Interactive Corporation,NASDAQ
LVNTB,Liberty Interactive Corporation,NASDAQ
LWAY,Lifeway Foods,NASDAQ
LXRX,Lexicon Pharmaceuticals,NASDAQ
LYTS,Lsi Industries Inc.,NASDAQ
MACK,Merrimack Pharmaceuticals Inc.,NASDAQ
MAG,Magnetek,NASDAQ
MAGS,Magal Security Systems Ltd,NASDAQ
MAKO,Mako Surgical,NASDAQ
MAMS,Mam Software Group Inc,NASDAQ
MANH,Manhattan Associates,NASDAQ
MANT,Mantech International Corp.,NASDAQ
MARK,Remark Media Inc,NASDAQ
MARPS,Marine Petroleum Trust,NASDAQ
MASC,Material Sciences Corp.,NASDAQ
MASI,Masimo Corp.,NASDAQ
MAT,Mattel,NASDAQ
MATR,Mattersight Corp,NASDAQ
MATW,Matthews International Corp.,NASDAQ
MAXY,Maxygen,NASDAQ
MAYS,J. W. Mays,NASDAQ
MBFI,Mb Financial Inc.,NASDAQ
MBII,Marrone Bio Innovations Inc.,NASDAQ
MBIS,Mediabistro Inc.,NASDAQ
MBLX,Metabolix,NASDAQ
MBND,Multiband Corp.,NASDAQ
MBRG,Middleburg Financial Corp.,NASDAQ
MBTF,M B T Financial Corp,NASDAQ
MBVT,Merchants Bancshares,NASDAQ
MBWM,Mercantile Bank Corp.,NASDAQ
MCBC,Macatawa Bank Corp.,NASDAQ
MCBI,Metrocorp Bancshares,NASDAQ
MCBK,Madison County Financial Inc.,NASDAQ
MCEP,Mid-Con Energy Partners Lp,NASDAQ
MCGC,Mcg Capital Corp.,NASDAQ
MCHP,Microchip Technology Inc.,NASDAQ
MCHX,Marchex,NASDAQ
MCOX,Mecox Lane Limited,NASDAQ
MCRI,Monarch Casino & Resort,NASDAQ
MCRL,Micrel Inc.,NASDAQ
MCRS,Micros Systems,NASDAQ
MDAS,Medassets,NASDAQ
MDCA,Mdc Partners Inc.,NASDAQ
MDCI,Medical Action Industries Inc.,NASDAQ
MDCO,The Medicines Company,NASDAQ
MDIV,First Trust Exchange-Traded Fun,NASDAQ
MDLZ,Mondelez International Inc. Cl A,NASDAQ
MDRX,Allscripts Healthcare Solutions,NASDAQ
MDSO,Medidata Solutions,NASDAQ
MDVN,Medivation,NASDAQ
MDXG,Mimedx Group Inc,NASDAQ
MEAD,Meade Instruments,NASDAQ
MEAS,Measurement Specialties,NASDAQ
MEIL,Methes Energies International L,NASDAQ
MEILW,Methes Energies International L,NASDAQ
MEILZ,Methes Energies International L,NASDAQ
MEIP,Mei Pharma Inc,NASDAQ
MELA,Mela Sciences Inc,NASDAQ
MELI,Mercadolibre,NASDAQ
MEMP,Memorial Production Partners Lp,NASDAQ
MEMS,Memsic,NASDAQ
MENT,Mentor Graphics Corp.,NASDAQ
MEOH,Methanex Corp.,NASDAQ
MERC,Mercer International Inc.,NASDAQ
MERU,Meru Networks,NASDAQ
METR,Metro Bancorp Inc,NASDAQ
MFI,Microfinancial Inc.,NASDAQ
MFLR,Mayflower Bancorp,NASDAQ
MFLX,Multi-Fineline Electronix,NASDAQ
MFNC,Mackinac Financial Corp.,NASDAQ
MFRI,Mfri,NASDAQ
MFRM,Mattress Firm Holding Corp.,NASDAQ
MFSF,Mutualfirst Financial Inc.,NASDAQ
MGAM,Multimedia Games,NASDAQ
MGCD,Mgc Diagnostics Corp.,NASDAQ
MGEE,Mge Energy Inc.,NASDAQ
MGI,Moneygram International,NASDAQ
MGIC,Magic Software Enterprises Ltd,NASDAQ
MGLN,Magellan Health Services,NASDAQ
MGPI,Mgp Ingredients,NASDAQ
MGRC,Mcgrath Rentcorp,NASDAQ
MGYR,Magyar Bancorp,NASDAQ
MHGC,Morgans Hotel Group Co.,NASDAQ
MHLD,Maiden Hldgs Ltd,NASDAQ
MICT,Micronet Enertec Technologies Inc.,NASDAQ
MICTW,Micronet Enertec Technologies,NASDAQ
MIDD,The Middleby Corp.,NASDAQ
MIND,Mitcham Industries,NASDAQ
MINI,Mobile Mini,NASDAQ
MITK,Mitek Systems Inc,NASDAQ
MITL,Mitel Networks Corp.,NASDAQ
MKSI,Mks Instruments,NASDAQ
MKTG,Responsys Inc.,NASDAQ
MKTO,Marketo Inc.,NASDAQ
MKTX,Marketaxess Holdings,NASDAQ
MLAB,Mesa Laboratories,NASDAQ
MLHR,Herman Miller,NASDAQ
MLNK,Moduslink Global Solutions Inc,NASDAQ
MLNX,Mellanox Technologies,NASDAQ
MLVF,Malvern Federal Bancorp,NASDAQ
MMLP,Martin Midstream Partners L.P.,NASDAQ
MMSI,Merit Medical Systems,NASDAQ
MMYT,Makemytrip Limited,NASDAQ
MNDL,Mandalay Media Inc,NASDAQ
MNDO,Mind C.T.I. Ltd,NASDAQ
MNGA,Magnegas Corporation,NASDAQ
MNKD,Mannkind Corp.,NASDAQ
MNOV,Medicinova,NASDAQ
MNRK,Monarch Financial Holdings,NASDAQ
MNRO,Monro Muffler Brake,NASDAQ
MNST,Monster Beverage Corp,NASDAQ
MNTA,Momenta Pharmaceuticals,NASDAQ
MNTG,Mtr Gaming Group,NASDAQ
MNTX,Manitex International,NASDAQ
MOBI,Sky-Mobi Limited,NASDAQ
MOCO,Mocon,NASDAQ
MOFG,Midwestone Financial Group,NASDAQ
MOLX,Molex Inc.,NASDAQ
MOLXA,Molex Inc.,NASDAQ
MORN,Morningstar,NASDAQ
MOSY,Mosys,NASDAQ
MOVE,Move Inc,NASDAQ
MPAA,Motorcar Parts Of America,NASDAQ
MPAC,Mod-Pac,NASDAQ
MPB,Mid Penn Bancorp,NASDAQ
MPEL,Melco Crown Entertainment Limited,NASDAQ
MPET,Magellan Petroleum Corp.,NASDAQ
MPWR,Monolithic Power Systems,NASDAQ
MRCC,Monroe Capital Corporation,NASDAQ
MRCY,Mercury Computer Systems,NASDAQ
MRGE,Merge Healthcare Incorporated.,NASDAQ
MRLN,Marlin Business Services,NASDAQ
MRTN,Marten Transport,NASDAQ
MRTX,Mirati Therapeutics Inc.,NASDAQ
MRVL,Marvell Technology Group,NASDAQ
MSBF,Msb Financial,NASDAQ
MSCC,Microsemi Corp.,NASDAQ
MSEX,Middlesex Water Company,NASDAQ
MSFG,Mainsource Financial Group,NASDAQ
MSFT,Microsoft Corp.,NASDAQ
MSG,Madison Square Garden,NASDAQ
MSLI,Merus Labs International Inc. Co,NASDAQ
MSON,Misonix,NASDAQ
MSPD,Mindspeed Technologies,NASDAQ
MSTR,Microstrategy Inc.,NASDAQ
MTEX,Mannatech Inc.,NASDAQ
MTGE,American Capital Mortgage Inves,NASDAQ
MTRX,Matrix Service Company,NASDAQ
MTSC,Mts Systems Corp.,NASDAQ
MTSI,M/A-Com Technology Solutions Ho,NASDAQ
MTSL,Mer Telemanagement Solutions Ltd,NASDAQ
MTSN,Mattson Technology,NASDAQ
MU,Micron Technology,NASDAQ
MVIS,Microvision,NASDAQ
MWIV,Mwi Veterinary Supply,NASDAQ
MWRX,Medworth Acquisition Corp.,NASDAQ
MXIM,Maxim Integrated Products,NASDAQ
MXWL,Maxwell Technologies,NASDAQ
MYGN,Myriad Genetics,NASDAQ
MYL,Mylan Inc.,NASDAQ
MYRG,Myr Group,NASDAQ
MZOR,Mazor Robotics Ltd.,NASDAQ
NAFC,Nash-Finch Company,NASDAQ
NAII,Natural Alternatives International,NASDAQ
NANO,Nanometrics Inc.,NASDAQ
NASB,Nasb Financial Inc.,NASDAQ
NATH,Nathan's Famous,NASDAQ
NATI,National Instruments Corp.,NASDAQ
NATL,National Interstate Corp.,NASDAQ
NATR,Nature's Sunshine Products,NASDAQ
NAUH,National American University Holdings,NASDAQ
NAVG,The Navigators Group,NASDAQ
NAVR,Navarre Corp.,NASDAQ
NBBC,Newbridge Bancorp,NASDAQ
NBCB,First Nbc Bank Holding Company,NASDAQ
NBIX,Neurocrine Biosciences,NASDAQ
NBN,Northeast Bancorp,NASDAQ
NBS,Neostem,NASDAQ
NBTB,Nbt Bancorp Inc.,NASDAQ
NBTF,NB&T Financial Group Inc,NASDAQ
NCBC,New Century Bancorp Inc. [Nc],NASDAQ
NCIT,Nci,NASDAQ
NCLH,Norwegian Cruise Line Holdings,NASDAQ
NCMI,National Cinemedia,NASDAQ
NCTY,The9 Limited,NASDAQ
NDAQ,The Nasdaq Omx Group,NASDAQ
NDLS,Noodles & Company,NASDAQ
NDSN,Nordson Corp.,NASDAQ
NECB,Northeast Community Bancorp,NASDAQ
NEO,Neogenomics Inc,NASDAQ
NEOG,Neogen Corp.,NASDAQ
NEON,Neonode Inc.,NASDAQ
NEPT,Neptune Technologies & Bioresources Inc,NASDAQ
NETC,Net Servicos De Comunicacao S.A.,NASDAQ
NETE,Net Element Inc.,NASDAQ
NEWL,Newlead Holdings Ltd,NASDAQ
NEWP,Newport Corp.,NASDAQ
NEWS,Newstar Financial,NASDAQ
NEWT,Newtek Business Services Inc.,NASDAQ
NFBK,Northfield Bancorp,NASDAQ
NFEC,Nf Energy Saving Corp.,NASDAQ
NFLX,Netflix,NASDAQ
NFSB,Newport Bancorp,NASDAQ
NGPC,Ngp Capital Resources Company,NASDAQ
NHTB,New Hampshire Thrift Bancshares,NASDAQ
NICE,Nice-Systems Limited,NASDAQ
NICK,Nicholas Financial,NASDAQ
NIHD,Nii Holdings,NASDAQ
NILE,Blue Nile,NASDAQ
NINE,Ninetowns Internet Technology Group,NASDAQ
NKSH,National Bankshares,NASDAQ
NKTR,Nektar Therapeutics,NASDAQ
NLNK,Newlink Genetics Corporation,NASDAQ
NLST,Netlist,NASDAQ
NMRX,Numerex,NASDAQ
NNBR,Nn Inc.,NASDAQ
NOVB,North Valley Bancorp,NASDAQ
NPBC,National Penn Bancshares,NASDAQ
NPSP,Nps Pharmaceuticals,NASDAQ
NRCIA,National Research Corporation,NASDAQ
NRCIB,National Research Corporation,NASDAQ
NRIM,Northrim Bancorp Inc,NASDAQ
NSEC,National Security Group,NASDAQ
NSIT,Insight Enterprises,NASDAQ
NSPH,Nanosphere,NASDAQ
NSSC,Napco Security Technologies,NASDAQ
NSTG,Nanostring Technologies Inc.,NASDAQ
NSYS,Nortech Systems Inc.,NASDAQ
NTAP,Netapp,NASDAQ
NTCT,Netscout Systems,NASDAQ
NTES,Netease Inc,NASDAQ
NTGR,Netgear,NASDAQ
NTIC,Northern Technologies International,NASDAQ
NTK,Nortek Inc,NASDAQ
NTLS,Ntelos Holdings,NASDAQ
NTRI,Nutrisystem Inc,NASDAQ
NTRS,Northern Trust Corp.,NASDAQ
NTSC,National Technical Systems,NASDAQ
NTWK,Netsol Technologies Inc.,NASDAQ
NUAN,Nuance Communications,NASDAQ
NUCL,S&P Global Nuclear Energy Index Ishares,NASDAQ
NURO,Neurometrix,NASDAQ
NUTR,Nutraceutical International Corp.,NASDAQ
NUVA,Nuvasive,NASDAQ
NVAX,Novavax,NASDAQ
NVDA,Nvidia Corp.,NASDAQ
NVDQ,Novadaq Technologies,NASDAQ
NVEC,Nve Corp.,NASDAQ
NVEEU,Nv5 Holdings Inc.,NASDAQ
NVGN,Novogen Limited,NASDAQ
NVMI,Nova Measuring Instruments Ltd,NASDAQ
NVSL,Naugatuck Valley Financial Corp.,NASDAQ
NVTL,Novatel Wireless,NASDAQ
NWBI,Northwest Bancshares,NASDAQ
NWBO,Northwest Bioth New,NASDAQ
NWBOW,Northwest Biotherapeutics Wt,NASDAQ
NWFL,Norwood Financial,NASDAQ
NWLI,National Western Life Insurance,NASDAQ
NWPX,Northwest Pipe Company,NASDAQ
NWS,News Corp Class B,NASDAQ
NWSA,News Corp Class A,NASDAQ
NXPI,Nxp Semiconductors N.V.,NASDAQ
NXST,Nexstar Broadcasting Group,NASDAQ
NXTM,Nxstage Medical,NASDAQ
NYMT,New York Mortgage Trust,NASDAQ
NYMTP,New York Mortgage Trust Inc.,NASDAQ
NYMX,Nymox Pharmaceutical Corp.,NASDAQ
NYNY,Empire Resorts,NASDAQ
OABC,Omniamerican Bancorp,NASDAQ
OBAF,Oba Financial Services,NASDAQ
OBAS,Optibase Ltd,NASDAQ
OBCI,Ocean Bio-Chem,NASDAQ
OCC,Optical Cable Corp.,NASDAQ
OCFC,Oceanfirst Financial,NASDAQ
OCLR,Oclaro,NASDAQ
OCLS,Oculus Innovative Sciences,NASDAQ
OCRX,Ocera Therapeutics Inc.,NASDAQ
OCZ,Ocz Technology Group Inc,NASDAQ
ODFL,Old Dominion Freight Line,NASDAQ
OFED,Oconee Federal Financial,NASDAQ
OFIX,Orthofix International N.V.,NASDAQ
OFLX,Omega Flex,NASDAQ
OFS,Ofs Capital Corporation,NASDAQ
OGXI,Oncogenex Pharmaceuticals Inc.,NASDAQ
OHRP,Ohr Pharmaceutical Inc.,NASDAQ
OIIM,O2Micro International Limited,NASDAQ
OINK,Tianli Agritech,NASDAQ
OKSB,Southwest Bancorp,NASDAQ
OKSBP,Southwest Bancorp,NASDAQ
OLBK,Old Line Bancshares,NASDAQ
OLED,Universal Display Corp.,NASDAQ
OMAB,Grupo Aeroportuario Del Centro,NASDAQ
OMCL,Omnicell,NASDAQ
OMED,Oncomed Pharmaceuticals Inc.,NASDAQ
OMER,Omeros Corp.,NASDAQ
OMEX,Odyssey Marine Exploration,NASDAQ
ONB,Old National Bancorp Capital,NASDAQ
ONCY,Oncolytics Biotech,NASDAQ
ONEQ,Nasdaq Composite Tracking Fidelity,NASDAQ
ONFC,Oneida Financial,NASDAQ
ONNN,On Semiconductor Corp.,NASDAQ
ONTX,Onconova Therapeutics Inc.,NASDAQ
ONTY,Oncothyreon Inc,NASDAQ
ONVI,Onvia Inc,NASDAQ
ONXX,Onyx Pharmaceuticals,NASDAQ
OPAY,Tier Technologies,NASDAQ
OPEN,Opentable,NASDAQ
OPHC,Optimumbank Holdings,NASDAQ
OPLK,Oplink Communications,NASDAQ
OPOF,Old Point Financial Corp.,NASDAQ
OPTR,Optimer Pharmaceuticals,NASDAQ
OPTT,Ocean Power Technologies,NASDAQ
OPXA,Opexa Therapeutics,NASDAQ
ORBC,Orbcomm Inc.,NASDAQ
ORBK,Orbotech Ltd,NASDAQ
ORBT,Orbit International Corp.,NASDAQ
OREX,Orexigen Therapeutics,NASDAQ
ORIG,Ocean Rig Udw Inc.,NASDAQ
ORIT,Oritani Financial,NASDAQ
ORLY,O'Reilly Automotive,NASDAQ
ORMP,Oramed Pharmaceuticl,NASDAQ
ORRF,Orrstown Financial Services Inc,NASDAQ
OSBC,Old Second Bancorp,NASDAQ
OSBCP,Old Second Bancorp,NASDAQ
OSHC,Ocean Shore Holding Co.,NASDAQ
OSIR,Osiris Therapeutics,NASDAQ
OSIS,Osi Systems,NASDAQ
OSM,Slm Corp.,NASDAQ
OSN,Ossen Innovation Co.,NASDAQ
OSTK,Overstock.Com,NASDAQ
OSUR,Orasure Technologies,NASDAQ
OTEL,Otelco Inc. Class A,NASDAQ
OTEX,Open Text Corp.,NASDAQ
OTIV,On Track Innovations Ltd,NASDAQ
OTTR,Otter Tail Corp.,NASDAQ
OUTR,Outerwall Inc.,NASDAQ
OVAS,Ovascience,NASDAQ
OVBC,Ohio Valley Banc,NASDAQ
OVLY,Oak Valley Bancorp [Ca],NASDAQ
OVRL,Overland Storage,NASDAQ
OVTI,Omnivision Technologies,NASDAQ
OXBT,Oxygen Biotherapeutics,NASDAQ
OXGN,Oxigene Inc,NASDAQ
OXLC,Oxford Lane Capital,NASDAQ
OXLCO,Oxford Lane Capital Corp.,NASDAQ
OXLCP,Oxford Lane Capital Corp.,NASDAQ
OZRK,Bank Of The Ozarks,NASDAQ
PAAS,Pan American Silver,NASDAQ
PACB,Pacific Biosciences Of California,NASDAQ
PACQ,Prime Acquisition Corp.,NASDAQ
PACQW,Prime Acquisition Corp.,NASDAQ
PACR,Pacer International,NASDAQ
PACT,Pactera Technology International Ltd.,NASDAQ
PACW,Pacwest Bancorp,NASDAQ
PAGG,Global Agriculture Powershares,NASDAQ
PAMT,Parametric Sound,NASDAQ
PATH,Nupathe Inc.,NASDAQ
PATK,Patrick Industries,NASDAQ
PATR,Patriot Transportation Holding,NASDAQ
PAYX,Paychex,NASDAQ
PBCP,Polonia Bancorp [Pa],NASDAQ
PBCT,People's United Financial,NASDAQ
PBHC,Pathfinder Bancorp,NASDAQ
PBIB,Porter Bancorp,NASDAQ
PBIP,Prudential Bancorp Of Pennsylvania,NASDAQ
PBMD,Prima Biomed Ltd,NASDAQ
PBSK,Poage Bankshares Inc.,NASDAQ
PCAR,Paccar Inc.,NASDAQ
PCBK,Pacific Continental Corporation [Ore],NASDAQ
PCCC,Pc Connection,NASDAQ
PCH,Potlatch Corp.,NASDAQ
PCLN,Priceline.Com Inc.,NASDAQ
PCMI,Pcm Inc.,NASDAQ
PCO,Pendrell Corp,NASDAQ
PCOM,Points International,NASDAQ
PCRX,Pacira Pharmaceuticals,NASDAQ
PCTI,Pc-Tel,NASDAQ
PCYC,Pharmacyclics,NASDAQ
PCYO,Pure Cycle Corp.,NASDAQ
PDCE,Pdc Energy Inc,NASDAQ
PDCO,Patterson Companies Inc.,NASDAQ
PDEX,Pro-Dex,NASDAQ
PDFS,Pdf Solutions,NASDAQ
PDII,Pdi,NASDAQ
PDLI,Pdl Biopharma,NASDAQ
PEBK,Peoples Bancorp Of North Carolina,NASDAQ
PEBO,Peoples Bancorp Inc.,NASDAQ
PEGA,Pegasystems Inc.,NASDAQ
PEIX,Pacific Ethanol,NASDAQ
PENN,Penn National Gaming,NASDAQ
PENX,Penford Corp.,NASDAQ
PEOP,Peoples Federal Bancshares,NASDAQ
PERF,Perfumania Holdings Inc,NASDAQ
PERI,Perion Network Ltd,NASDAQ
PERY,Perry Ellis International Inc.,NASDAQ
PESI,Perma-Fix Environmental Services,NASDAQ
PETM,Petsmart Inc,NASDAQ
PETS,Petmed Express,NASDAQ
PETX,Aratana Therapeutics Inc.,NASDAQ
PFBC,Preferred Bank,NASDAQ
PFBI,Premier Financial Bancorp,NASDAQ
PFBX,Peoples Financial Corp.,NASDAQ
PFIN,P & F Industries,NASDAQ
PFLT,Pennantpark Floating Rate Capit,NASDAQ
PFMT,Performant Financial Corp.,NASDAQ
PFPT,Proofpoint Inc.,NASDAQ
PFSW,Pfsweb,NASDAQ
PGC,Peapack-Gladstone Financial Corp.,NASDAQ
PGNX,Progenics Pharmaceuticals Inc.,NASDAQ
